,dataset,method,strategy,model,og_or_samp,balanced_accuracy,f1,precision,recall
1344,thyroid_sick,SVMSMOTE,minority,SVM,og,-0.35075054194445576,-0.3186952046818124,-0.35075054194445576,-0.299024045669473
1346,thyroid_sick,SVMSMOTE,minority,KNN,og,-0.07848991778804848,-0.026671395720893276,-0.07848991778804848,0.07498471822097452
1348,thyroid_sick,SVMSMOTE,minority,Tree,og,-0.00583527615308066,0.005208925590710178,-0.00583527615308066,0.014397185415303104
1350,thyroid_sick,SVMSMOTE,minority,Logistic,og,-0.09722960720956553,0.09698168611478175,-0.09722960720956553,0.22268629987792998
1352,thyroid_sick,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
1354,thyroid_sick,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
1356,thyroid_sick,SVMSMOTE,not minority,Tree,og,-0.007716743697765427,-0.007416142557652106,-0.007716743697765427,-0.007139703563544542
1358,thyroid_sick,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
1360,thyroid_sick,SVMSMOTE,not majority,SVM,og,-0.35282288300816667,-0.30003135003672615,-0.35282288300816667,-0.2722354962895685
1362,thyroid_sick,SVMSMOTE,not majority,KNN,og,-0.07613808335719252,-0.0149251190548223,-0.07613808335719252,0.09569551279694855
1364,thyroid_sick,SVMSMOTE,not majority,Tree,og,0.012611286078503703,-0.003960327862695179,0.012611286078503703,-0.01863132809553414
1366,thyroid_sick,SVMSMOTE,not majority,Logistic,og,-0.091585204575511,0.11394500350702275,-0.091585204575511,0.23700359009912364
1368,thyroid_sick,SVMSMOTE,all,SVM,og,-0.3488690743997709,-0.31003636082531577,-0.3488690743997709,-0.28744172009258223
1370,thyroid_sick,SVMSMOTE,all,KNN,og,-0.0770788171295349,-0.019533989585346134,-0.0770788171295349,0.08776011631647163
1372,thyroid_sick,SVMSMOTE,all,Tree,og,0.0014111006585135755,0.009457327907406832,0.0014111006585135755,0.016234133855986932
1374,thyroid_sick,SVMSMOTE,all,Logistic,og,-0.09393703900636707,0.10704903534016164,-0.09393703900636707,0.23129783381167146
1376,thyroid_sick,ADASYN,minority,SVM,og,-0.38971600747133484,-0.29788067959511894,-0.38971600747133484,-0.25891859731542716
1378,thyroid_sick,ADASYN,minority,KNN,og,-0.10578483100876657,-0.009639480914271248,-0.10578483100876657,0.12435510402711891
1380,thyroid_sick,ADASYN,minority,Tree,og,-0.006776009925422932,-0.001041523532777422,-0.006776009925422932,0.0036025044392640204
1382,thyroid_sick,ADASYN,minority,Logistic,og,-0.09224644498070822,0.12881017014725404,-0.09224644498070822,0.2489254404098662
1384,thyroid_sick,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
1386,thyroid_sick,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
1388,thyroid_sick,ADASYN,not minority,Tree,og,-0.009598211242450194,-0.020255219181807838,-0.009598211242450194,-0.029362047736551267
1390,thyroid_sick,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
1392,thyroid_sick,ADASYN,not majority,SVM,og,-0.39743275116910026,-0.3035448852678309,-0.39743275116910026,-0.263446887125975
1394,thyroid_sick,ADASYN,not majority,KNN,og,-0.11933685085961243,-0.01480302334486372,-0.11933685085961243,0.12343254685456162
1396,thyroid_sick,ADASYN,not majority,Tree,og,0.01844656223158425,-0.00962884331651459,0.01844656223158425,-0.03535907473711275
1398,thyroid_sick,ADASYN,not majority,Logistic,og,-0.09224644498070822,0.12881017014725404,-0.09224644498070822,0.2489254404098662
1400,thyroid_sick,ADASYN,all,SVM,og,-0.390186374357506,-0.2996961629880956,-0.390186374357506,-0.26082539497715446
1402,thyroid_sick,ADASYN,all,KNN,og,-0.11209047404801831,-0.010249029907662188,-0.11209047404801831,0.12653651236399843
1404,thyroid_sick,ADASYN,all,Tree,og,-0.01449275362318836,-0.008442397602061336,-0.01449275362318836,-0.0036397358550435133
1406,thyroid_sick,ADASYN,all,Logistic,og,-0.08735190259997005,0.12579334189679103,-0.08735190259997005,0.2464516970911197
1408,coil_2000,SMOTE,minority,SVM,og,-0.10564806480648059,-0.11631915524553726,-0.10564806480648059,0.19403159731525443
1410,coil_2000,SMOTE,minority,KNN,og,-0.05937781278127818,0.008385896021899986,-0.05937781278127818,0.04571405856000932
1412,coil_2000,SMOTE,minority,Tree,og,0.006694419441944155,0.011079900838322332,0.006694419441944155,0.012851367759754706
1414,coil_2000,SMOTE,minority,Logistic,og,-0.13054117911791174,-0.06065731259269813,-0.13054117911791174,0.0157907372671775
1416,coil_2000,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
1418,coil_2000,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
1420,coil_2000,SMOTE,not minority,Tree,og,-0.005428667866786752,-0.0034133692824349637,-0.005428667866786752,-0.0024504530439031225
1422,coil_2000,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
1424,coil_2000,SMOTE,not majority,SVM,og,-0.10145702070207019,-0.11546585023626477,-0.10145702070207019,0.19478060222050242
1426,coil_2000,SMOTE,not majority,KNN,og,-0.05355535553555357,0.01747954466335422,-0.05355535553555357,0.05026534078367206
1428,coil_2000,SMOTE,not majority,Tree,og,0.0008719621962196555,0.0023021276828965043,0.0008719621962196555,0.002876212035084036
1430,coil_2000,SMOTE,not majority,Logistic,og,-0.12682830783078314,-0.055731971256336776,-0.12682830783078314,0.018847477930306722
1432,coil_2000,SMOTE,all,SVM,og,-0.09192169216921686,-0.10152291141045588,-0.09192169216921686,0.20692191024459305
1434,coil_2000,SMOTE,all,KNN,og,-0.03268451845184517,0.028932302958338263,-0.03268451845184517,0.06245662089768056
1436,coil_2000,SMOTE,all,Tree,og,-0.0038253825382538187,-0.0026372200146133062,-0.0038253825382538187,-0.002034163660921462
1438,coil_2000,SMOTE,all,Logistic,og,-0.12817844284428448,-0.053417851325511245,-0.12817844284428448,0.019005360912166536
1440,coil_2000,SMOTEN,minority,SVM,og,-0.03712871287128705,-0.07346691265300442,-0.03712871287128705,0.17177821611586452
1442,coil_2000,SMOTEN,minority,KNN,og,-0.037550630063006296,-0.020946435019297382,-0.037550630063006296,0.03541129019092648
1444,coil_2000,SMOTEN,minority,Tree,og,0.028043429342934356,0.02648230475577229,0.028043429342934356,0.025284956635311828
1446,coil_2000,SMOTEN,minority,Logistic,og,-0.03735373537353737,-0.042768296632074265,-0.03735373537353737,0.026981266658287817
1448,coil_2000,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
1450,coil_2000,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
1452,coil_2000,SMOTEN,not minority,Tree,og,-0.01901440144014399,-0.014939573777582926,-0.01901440144014399,-0.012605929923852566
1454,coil_2000,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
1456,coil_2000,SMOTEN,not majority,SVM,og,-0.040588433843384286,-0.07809655317365072,-0.040588433843384286,0.16418831746877938
1458,coil_2000,SMOTEN,not majority,KNN,og,-0.03507538253825382,-0.017732527466296055,-0.03507538253825382,0.03862777583656418
1460,coil_2000,SMOTEN,not majority,Tree,og,0.021517776777677744,0.02396182117104184,0.021517776777677744,0.024385308651297066
1462,coil_2000,SMOTEN,not majority,Logistic,og,-0.025990099009901013,-0.030887418756308294,-0.025990099009901013,0.03854368940079078
1464,coil_2000,SMOTEN,all,SVM,og,-0.045651440144014344,-0.08488279774143748,-0.045651440144014344,0.15812070627644392
1466,coil_2000,SMOTEN,all,KNN,og,-0.045707695769576895,-0.02897197440878785,-0.045707695769576895,0.027772553390196464
1468,coil_2000,SMOTEN,all,Tree,og,0.008157065706570599,0.008198413504706958,0.008157065706570599,0.00808598090122925
1470,coil_2000,SMOTEN,all,Logistic,og,-0.03203757875787583,-0.036539117051905934,-0.03203757875787583,0.03501201309541113
1472,coil_2000,SVMSMOTE,minority,SVM,og,-0.10795454545454541,-0.14128270654092978,-0.10795454545454541,0.1601282264529117
1474,coil_2000,SVMSMOTE,minority,KNN,og,-0.039828982898289844,-0.0055183138121809305,-0.039828982898289844,0.04808034044977838
1476,coil_2000,SVMSMOTE,minority,Tree,og,0.02089896489648968,0.023289998235269116,0.02089896489648968,0.024065730559222787
1478,coil_2000,SVMSMOTE,minority,Logistic,og,-0.1363073807380738,-0.095132756117837,-0.1363073807380738,-0.003885511647232054
1480,coil_2000,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
1482,coil_2000,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
1484,coil_2000,SVMSMOTE,not minority,Tree,og,0.00011251125112510252,-0.002178320005739365,0.00011251125112510252,-0.003667890115340078
1486,coil_2000,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
1488,coil_2000,SVMSMOTE,not majority,SVM,og,-0.09434068406840679,-0.12204246440520672,-0.09434068406840679,0.1844918395911873
1490,coil_2000,SVMSMOTE,not majority,KNN,og,-0.033359585958595894,0.011678291152015685,-0.033359585958595894,0.05785398230088501
1492,coil_2000,SVMSMOTE,not majority,Tree,og,0.014598334833483384,0.018009789471858717,0.014598334833483384,0.01993206935233549
1494,coil_2000,SVMSMOTE,not majority,Logistic,og,-0.13085058505850589,-0.08341802109327223,-0.13085058505850589,0.0049560261547478834
1496,coil_2000,SVMSMOTE,all,SVM,og,-0.10905153015301527,-0.13823439829512996,-0.10905153015301527,0.16728483606557376
1498,coil_2000,SVMSMOTE,all,KNN,og,-0.025090009000900082,0.015624404580283247,-0.025090009000900082,0.06250402826218315
1500,coil_2000,SVMSMOTE,all,Tree,og,0.01670792079207928,0.021727697570385396,0.01670792079207928,0.024147191016943625
1502,coil_2000,SVMSMOTE,all,Logistic,og,-0.13408528352835292,-0.09403651222576781,-0.13408528352835292,-0.002841739127395715
1504,coil_2000,ADASYN,minority,SVM,og,-0.09524077407740772,-0.09965080608426768,-0.09524077407740772,0.2076230977143193
1506,coil_2000,ADASYN,minority,KNN,og,-0.03414716471647161,0.03415498569456654,-0.03414716471647161,0.06252758941404313
1508,coil_2000,ADASYN,minority,Tree,og,0.037044329432943224,0.032051893778600515,0.037044329432943224,0.028599923767887003
1510,coil_2000,ADASYN,minority,Logistic,og,-0.13397277227722781,-0.05276008171286595,-0.13397277227722781,0.01674016304379211
1512,coil_2000,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
1514,coil_2000,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
1516,coil_2000,ADASYN,not minority,Tree,og,-0.0038253825382538187,-0.0026516593661131127,-0.0038253825382538187,-0.0017795725527471884
1518,coil_2000,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
1520,coil_2000,ADASYN,not majority,SVM,og,-0.09301867686768672,-0.09836592543420353,-0.09301867686768672,0.20888573974155245
1522,coil_2000,ADASYN,not majority,KNN,og,-0.04328870387038697,0.028353932457796827,-0.04328870387038697,0.05707658800096038
1524,coil_2000,ADASYN,not majority,Tree,og,-0.015554680468046755,-0.011678111307312111,-0.015554680468046755,-0.009811800216879774
1526,coil_2000,ADASYN,not majority,Logistic,og,-0.12989423942394251,-0.049470221311460505,-0.12989423942394251,0.019331582353889654
1528,coil_2000,ADASYN,all,SVM,og,-0.11180805580558051,-0.11632648083799568,-0.11180805580558051,0.19355363464617537
1530,coil_2000,ADASYN,all,KNN,og,-0.030687443744374376,0.03659713662396136,-0.030687443744374376,0.06462571517365412
1532,coil_2000,ADASYN,all,Tree,og,-0.0017157965796580354,0.0011302673634495664,-0.0017157965796580354,0.0022643145383912655
1534,coil_2000,ADASYN,all,Logistic,og,-0.12741899189919004,-0.04621692666895805,-0.12741899189919004,0.0211997343317315
1536,arrhythmia,SMOTE,minority,SVM,og,-0.171875,-0.197641787525056,-0.171875,-0.22431763403035632
1538,arrhythmia,SMOTE,minority,KNN,og,-0.2109375,-0.015055609813699022,-0.2109375,-0.07822283929191254
1540,arrhythmia,SMOTE,minority,Tree,og,-0.0625,-0.043581793125810675,-0.0625,-0.021672549833887
1542,arrhythmia,SMOTE,minority,Logistic,og,-0.0234375,0.0988933278229327,-0.0234375,0.12458744381090303
1544,arrhythmia,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
1546,arrhythmia,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
1548,arrhythmia,SMOTE,not minority,Tree,og,0.0,0.0,0.0,0.0
1550,arrhythmia,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
1552,arrhythmia,SMOTE,not majority,SVM,og,-0.171875,-0.197641787525056,-0.171875,-0.22431763403035632
1554,arrhythmia,SMOTE,not majority,KNN,og,-0.1484375,0.002499057870132493,-0.1484375,-0.06362977512157719
1556,arrhythmia,SMOTE,not majority,Tree,og,0.00390625,0.022824456874189325,0.00390625,0.044733700166113
1558,arrhythmia,SMOTE,not majority,Logistic,og,-0.0859375,0.06987704404878192,-0.0859375,0.10364791357602043
1560,arrhythmia,SMOTE,all,SVM,og,-0.171875,-0.197641787525056,-0.171875,-0.22431763403035632
1562,arrhythmia,SMOTE,all,KNN,og,-0.14453125,0.006858666692907356,-0.14453125,-0.062408885803540426
1564,arrhythmia,SMOTE,all,Tree,og,-0.125,-0.0931011212624584,-0.125,-0.04923878205128207
1566,arrhythmia,SMOTE,all,Logistic,og,-0.0234375,0.0988933278229327,-0.0234375,0.12458744381090303
1568,arrhythmia,SMOTEN,minority,SVM,og,0.0,0.0,0.0,0.0
1570,arrhythmia,SMOTEN,minority,KNN,og,0.0,0.0,0.0,0.0
1572,arrhythmia,SMOTEN,minority,Tree,og,-0.0546875,0.002083397162903289,-0.0546875,0.053451458102620975
1574,arrhythmia,SMOTEN,minority,Logistic,og,0.0625,0.04601715686274521,0.0625,0.03159175415573057
1576,arrhythmia,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
1578,arrhythmia,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
1580,arrhythmia,SMOTEN,not minority,Tree,og,-0.00390625,-0.022824456874189325,-0.00390625,-0.044733700166113
1582,arrhythmia,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
1584,arrhythmia,SMOTEN,not majority,SVM,og,0.0,0.0,0.0,0.0
1586,arrhythmia,SMOTEN,not majority,KNN,og,0.0,0.0,0.0,0.0
1588,arrhythmia,SMOTEN,not majority,Tree,og,-0.1328125,-0.15060908084163893,-0.1328125,-0.1743589743589744
1590,arrhythmia,SMOTEN,not majority,Logistic,og,0.0625,0.04601715686274521,0.0625,0.03159175415573057
1592,arrhythmia,SMOTEN,all,SVM,og,0.0,0.0,0.0,0.0
1594,arrhythmia,SMOTEN,all,KNN,og,0.0,0.0,0.0,0.0
1596,arrhythmia,SMOTEN,all,Tree,og,-0.0625,-0.043581793125810675,-0.0625,-0.021672549833887
1598,arrhythmia,SMOTEN,all,Logistic,og,0.0625,0.04601715686274521,0.0625,0.03159175415573057
1600,arrhythmia,SVMSMOTE,minority,SVM,og,-0.1796875,-0.23240723240723238,-0.1796875,-0.3103277952402336
1602,arrhythmia,SVMSMOTE,minority,KNN,og,-0.15625,-0.06024456325782157,-0.15625,-0.07764948840702146
1604,arrhythmia,SVMSMOTE,minority,Tree,og,-0.06640625,-0.07055771725032423,-0.06640625,-0.07530454042081947
1606,arrhythmia,SVMSMOTE,minority,Logistic,og,-0.04296875,0.04161094505900853,-0.04296875,0.07423121696564794
1608,arrhythmia,SVMSMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
1610,arrhythmia,SVMSMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
1612,arrhythmia,SVMSMOTE,not minority,Tree,og,-0.0078125,-0.04321355001144411,-0.0078125,-0.07954819601038243
1614,arrhythmia,SVMSMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
1616,arrhythmia,SVMSMOTE,not majority,SVM,og,-0.1796875,-0.23240723240723238,-0.1796875,-0.3103277952402336
1618,arrhythmia,SVMSMOTE,not majority,KNN,og,-0.18359375,-0.03842920756088697,-0.18359375,-0.07672574626865669
1620,arrhythmia,SVMSMOTE,not majority,Tree,og,-0.0625,-0.043581793125810675,-0.0625,-0.021672549833887
1622,arrhythmia,SVMSMOTE,not majority,Logistic,og,-0.04296875,0.04161094505900853,-0.04296875,0.07423121696564794
1624,arrhythmia,SVMSMOTE,all,SVM,og,-0.1796875,-0.23240723240723238,-0.1796875,-0.3103277952402336
1626,arrhythmia,SVMSMOTE,all,KNN,og,-0.234375,-0.10919849628903644,-0.234375,-0.10868187097134108
1628,arrhythmia,SVMSMOTE,all,Tree,og,-0.0625,-0.043581793125810675,-0.0625,-0.021672549833887
1630,arrhythmia,SVMSMOTE,all,Logistic,og,-0.046875,0.027664884135472523,-0.046875,0.059877761181491684
1632,arrhythmia,ADASYN,minority,SVM,og,-0.171875,-0.197641787525056,-0.171875,-0.22431763403035632
1634,arrhythmia,ADASYN,minority,KNN,og,-0.25390625,-0.008266661773341122,-0.25390625,-0.08610074626865671
1636,arrhythmia,ADASYN,minority,Tree,og,0.0,0.0,0.0,0.0
1638,arrhythmia,ADASYN,minority,Logistic,og,-0.0234375,0.0988933278229327,-0.0234375,0.12458744381090303
1640,arrhythmia,ADASYN,not minority,SVM,og,0.0,0.0,0.0,0.0
1642,arrhythmia,ADASYN,not minority,KNN,og,0.0,0.0,0.0,0.0
1644,arrhythmia,ADASYN,not minority,Tree,og,0.0,0.0,0.0,0.0
1646,arrhythmia,ADASYN,not minority,Logistic,og,0.0,0.0,0.0,0.0
1648,arrhythmia,ADASYN,not majority,SVM,og,-0.171875,-0.197641787525056,-0.171875,-0.22431763403035632
1650,arrhythmia,ADASYN,not majority,KNN,og,-0.203125,-0.005876422295837458,-0.203125,-0.07563829205620243
1652,arrhythmia,ADASYN,not majority,Tree,og,0.0,0.0,0.0,0.0
1654,arrhythmia,ADASYN,not majority,Logistic,og,-0.0234375,0.0988933278229327,-0.0234375,0.12458744381090303
1656,arrhythmia,ADASYN,all,SVM,og,-0.171875,-0.197641787525056,-0.171875,-0.22431763403035632
1658,arrhythmia,ADASYN,all,KNN,og,-0.140625,0.011193742000890516,-0.140625,-0.061223295288264534
1660,arrhythmia,ADASYN,all,Tree,og,-0.05859375,-0.019531548027771573,-0.05859375,0.020055632580811222
1662,arrhythmia,ADASYN,all,Logistic,og,-0.0234375,0.0988933278229327,-0.0234375,0.12458744381090303
1664,solar_flare_m0,SMOTE,minority,SVM,og,-0.08091939546599503,-0.06331860401627848,-0.08091939546599503,-0.06658691614347773
1666,solar_flare_m0,SMOTE,minority,KNN,og,-0.05591939546599495,-0.045990064551808374,-0.05591939546599495,-0.052818302387267924
1668,solar_flare_m0,SMOTE,minority,Tree,og,-0.04999999999999993,-0.06349499610743481,-0.04999999999999993,-0.08315643394243799
1670,solar_flare_m0,SMOTE,minority,Logistic,og,-0.041687657430730496,0.004029134592525463,-0.041687657430730496,-0.034691587782985644
1672,solar_flare_m0,SMOTE,not minority,SVM,og,0.0,0.0,0.0,0.0
1674,solar_flare_m0,SMOTE,not minority,KNN,og,0.0,0.0,0.0,0.0
1676,solar_flare_m0,SMOTE,not minority,Tree,og,-0.0025188916876575096,-0.007534103174898665,-0.0025188916876575096,-0.025103133436466862
1678,solar_flare_m0,SMOTE,not minority,Logistic,og,0.0,0.0,0.0,0.0
1680,solar_flare_m0,SMOTE,not majority,SVM,og,-0.07336272040302272,-0.05158425470925471,-0.07336272040302272,-0.05811300801149771
1682,solar_flare_m0,SMOTE,not majority,KNN,og,-0.0596977329974811,-0.051559036216251186,-0.0596977329974811,-0.0570398840135683
1684,solar_flare_m0,SMOTE,not majority,Tree,og,-0.09622166246851388,-0.11812568335884538,-0.09622166246851388,-0.1473962701342717
1686,solar_flare_m0,SMOTE,not majority,Logistic,og,-0.03413098236775819,0.011489877606656484,-0.03413098236775819,-0.032328913225139644
1688,solar_flare_m0,SMOTE,all,SVM,og,-0.06958438287153657,-0.046186688897686345,-0.06958438287153657,-0.054620788728378444
1690,solar_flare_m0,SMOTE,all,KNN,og,-0.047103274559194,-0.03415508322706656,-0.047103274559194,-0.044970031406201594
1692,solar_flare_m0,SMOTE,all,Tree,og,-0.03488664987405543,-0.007042749428919692,-0.03488664987405543,0.04403278191446136
1694,solar_flare_m0,SMOTE,all,Logistic,og,-0.04042821158690174,0.005286625234673381,-0.04042821158690174,-0.03428152853009592
1696,solar_flare_m0,SMOTEN,minority,SVM,og,0.006297229219143552,0.003166162004233697,0.006297229219143552,0.000291029312472324
1698,solar_flare_m0,SMOTEN,minority,KNN,og,-0.01744332493702766,-0.0325003826075127,-0.01744332493702766,-0.0633110776753808
1700,solar_flare_m0,SMOTEN,minority,Tree,og,-0.09496221662468518,-0.10301290861562518,-0.09496221662468518,-0.09827414196781892
1702,solar_flare_m0,SMOTEN,minority,Logistic,og,-0.014924433249370261,-0.02883552716124177,-0.014924433249370261,-0.05069693819693821
1704,solar_flare_m0,SMOTEN,not minority,SVM,og,0.0,0.0,0.0,0.0
1706,solar_flare_m0,SMOTEN,not minority,KNN,og,0.0,0.0,0.0,0.0
1708,solar_flare_m0,SMOTEN,not minority,Tree,og,0.0,0.0,0.0,0.0
1710,solar_flare_m0,SMOTEN,not minority,Logistic,og,0.0,0.0,0.0,0.0
1712,solar_flare_m0,SMOTEN,not majority,SVM,og,0.010075566750629705,0.005084714762134068,0.010075566750629705,0.0004690624028894086
1714,solar_flare_m0,SMOTEN,not majority,KNN,og,-0.013664987405541507,-0.027115908486847695,-0.013664987405541507,-0.04609399221468191
1716,solar_flare_m0,SMOTEN,not majority,Tree,og,-0.07122166246851391,-0.08181180536730814,-0.07122166246851391,-0.08373341009491342
1718,solar_flare_m0,SMOTEN,not majority,Logistic,og,-0.04244332493702768,-0.06635269608211186,-0.04244332493702768,-0.11309074912016093
